time,frontend_cpu,frontend_mem,frontend_latency,cart_cpu,cart_mem,cart_latency,payment_cpu,payment_mem,payment_latency,shipping_cpu,shipping_mem,shipping_latency,order_cpu,order_mem,order_latency
1747123626,57.32957692123364,42.26730362789832,44.317022581577596,45.944674048752034,61.95709011451117,57.96311973458269,52.779813318933805,57.250132803487226,33.77107816190244,56.384121107324056,57.56178941922166,37.20108107004209,57.98658473920588,42.91643608195253,35.972361444548326
1747123641,55.87490007913544,49.98016594197779,65.37051277956131,41.450935672294364,56.032408182456436,53.8249120354095,48.30286695646951,44.67515940567091,33.70797456956727,44.73113666705547,30.751713304202383,51.39044202017298,50.756262242019936,51.57290035883741,31.6456865478657
1747123656,63.047060969458926,40.782818065945186,48.5379538156525,58.73977763820734,56.10301390688672,51.10840126697357,46.62535395495449,62.02392152211519,55.30947117328668,61.698378037234576,74.76330720784264,39.12292538712754,50.26538296686536,62.599364919927524,70.6341392503509
1747123671,36.79139122429371,45.27991908879839,47.879139460415956,49.6291386957344,51.64746621426668,36.1241664382442,40.240931141758374,55.76773129057871,62.420727107399614,37.4566693309436,59.846154595284574,55.423205927731416,42.473736784902634,52.68731155177456,28.765260600296013
1747123686,45.86000188332715,50.8883312981625,47.00468065497703,47.058516641357606,31.967392024945052,37.04718818350514,65.61243852849127,70.51424780868624,33.442875653984984,55.456456095355335,55.360576419135946,35.27160811142407,56.10778456528047,49.39854942341657,28.807950355084905
1747123701,49.89159839421545,62.18032282227664,60.80483672271831,45.63355550074863,52.6169311920296,38.126180380915,33.836399911055274,54.4099983874866,35.5092062150368,54.19474842993948,62.42897639383163,55.3348107538095,40.18677169758115,60.136699394671666,56.345157418833104
1747123716,43.329880152990256,31.546386267867184,47.43994948856342,55.81296641272704,56.48659291356886,39.16581113030056,56.23634983144114,58.310308061255675,56.65969244581623,37.64202952601008,50.787003318053955,47.969573834359586,50.293791983995106,36.858278993052465,44.00346447082323
1747123731,55.461968872028876,51.10908601625633,23.738143594082594,71.4489348502112,37.67594689762099,43.73588501125888,46.08083194161077,47.27789170101054,64.97642866279978,48.462058060245084,31.834019300390494,47.65457396929148,61.41600159477916,47.75919342624739,53.86413698623897
1747123746,49.2432059193011,50.80533262701955,60.8369369053149,58.86810612294323,64.7138518516251,47.2074318652552,48.392071254150736,46.48353409710453,50.24838368410427,56.136448724328105,42.40140049556591,42.974825616742145,37.30998701850385,47.14074286834909,52.84461390904619
1747123761,33.475668752679546,48.85312774364984,43.65584757622837,42.994178301793056,60.731028687200904,53.84570823086233,58.133146696213586,56.959042319070555,44.6941850511525,49.4281564838809,50.72835521158313,52.474078695711036,58.54654273158924,33.90415187359525,40.6911407735298
1747123776,59.885838044881474,45.0931811476039,36.17843367434567,45.788177949999294,40.764595023137915,56.10520184486572,48.40961878859338,62.74746986132051,51.35174532648994,50.66048743365657,27.463894401780493,42.95783360939402,69.02822314195815,34.29895360938152,46.18329716387235
1747123791,40.30425259634976,50.79331794403347,57.056994046459444,48.87216901160467,47.353762241600556,58.110638354786175,39.324124350542704,44.71038097596632,50.62556199440744,42.13073562579902,47.656990396376614,58.764456164624704,57.641080232773405,45.1138884236213,65.42683060849939
1747123806,44.81536702609165,36.33345978174137,48.93873865333846,39.78527827417902,43.21050769053412,55.9641350052998,47.25023237301331,57.815863982737056,67.73961969122811,33.49477515897631,64.33278662310452,56.792711892651965,41.922205657794365,45.00486861604035,45.037342336107145
